Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JC235149,04/09/2019 12:00:00 PM,076XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0623,6,11,1178480,1854304,2019,41.755514573,-87.621480965,"(41.755514573, -87.621480965)"
JC235583,04/09/2019 06:30:00 PM,069XX S VINCENNES AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0731,6,06,1176982,1858801,2019,41.767888734,-87.626835373,"(41.767888734, -87.626835373)"
JC235498,04/14/2019 12:00:00 AM,101XX S LUELLA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0431,7,11,1193169,1838168,2019,41.710889788,-87.568175992,"(41.710889788, -87.568175992)"
JC235553,04/01/2019 03:43:00 PM,029XX N NEWCASTLE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,2511,36,26,1130247,1918718,2019,41.933236262,-87.796771239,"(41.933236262, -87.796771239)"
JC235596,04/03/2019 05:00:00 AM,002XX E HURON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,true,1834,42,07,1178046,1905133,2019,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
JC235671,04/12/2019 12:01:00 AM,015XX N CALIFORNIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1423,26,05,1157453,1910045,2019,41.908926134,-87.697026866,"(41.908926134, -87.697026866)"
JC235681,04/13/2019 12:01:00 AM,0000X N LOREL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1522,29,14,1140715,1899846,2019,41.881263116,-87.75876604,"(41.881263116, -87.75876604)"
JC235532,04/19/2019 05:00:00 PM,011XX N MASSASOIT AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,false,false,1511,29,26,1137814,1906918,2019,41.900722387,-87.769247809,"(41.900722387, -87.769247809)"
JC235416,04/16/2019 10:00:00 PM,008XX N LARAMIE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,false,true,1524,37,26,1141539,1905000,2019,41.895391144,-87.755612897,"(41.895391144, -87.755612897)"
JC235714,04/19/2019 07:00:00 PM,046XX W DIVERSEY AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,true,false,2521,31,26,1144951,1918212,2019,41.931582515,-87.742747165,"(41.931582515, -87.742747165)"
JC234710,04/19/2019 03:00:00 PM,006XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,1834,42,11,1177327,1904307,2019,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
JC234705,04/18/2019 05:00:00 PM,032XX S May st,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0913,11,06,1169181,1883164,2019,41.834915786,-87.654724504,"(41.834915786, -87.654724504)"
JC235055,04/13/2019 09:30:00 AM,006XX W RANDOLPH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,0121,42,11,1171711,1901224,2019,41.8844186,-87.644909902,"(41.8844186, -87.644909902)"
JC234708,04/15/2019 09:36:00 AM,066XX N GREENVIEW AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2432,49,06,1165070,1944121,2019,42.002273733,-87.668073855,"(42.002273733, -87.668073855)"
JC235051,04/17/2019 12:40:00 PM,060XX S PRAIRIE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,false,false,0311,20,11,1179077,1864962,2019,41.784747667,-87.618968707,"(41.784747667, -87.618968707)"
JC234709,04/13/2019 09:56:00 AM,026XX N NARRAGANSETT AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2512,36,06,1133297,1916857,2019,41.928076536,-87.785606186,"(41.928076536, -87.785606186)"
JC235040,04/13/2019 02:15:00 AM,008XX N RUSH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1833,42,11,1176892,1905861,2019,41.897027138,-87.625744393,"(41.897027138, -87.625744393)"
JC235554,04/17/2019 12:41:00 PM,006XX E 88TH PL,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0632,6,06,1182033,1846440,2019,41.733853475,-87.608702916,"(41.733853475, -87.608702916)"
JC234704,04/09/2019 04:00:00 PM,028XX N WHIPPLE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,1411,33,11,1155555,1918666,2019,41.932621275,-87.703766757,"(41.932621275, -87.703766757)"
JC234726,04/18/2019 04:00:00 PM,030XX W 40TH ST,0560,ASSAULT,SIMPLE,STREET,false,false,0921,12,08A,1156757,1877948,2019,41.820862731,-87.700452889,"(41.820862731, -87.700452889)"
JC231819,04/19/2019 10:00:00 PM,011XX W LAKE ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,RESTAURANT,true,false,1224,27,22,,,2019,,,
JC235689,04/02/2019 05:00:00 AM,001XX E 21ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,0132,3,08B,1177817,1890298,2019,41.854300404,-87.622820226,"(41.854300404, -87.622820226)"
JC228144,04/17/2019 07:00:00 AM,041XX W ADAMS ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1115,28,05,1148729,1898687,2019,41.877931689,-87.729368696,"(41.877931689, -87.729368696)"
JC235961,04/05/2019 10:00:00 PM,062XX S WOODLAWN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0314,20,05,1185289,1863850,2019,41.781552361,-87.596228147,"(41.781552361, -87.596228147)"
JC234227,04/19/2019 10:00:00 PM,0000X W CHECKPOINT 7 ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,BOAT/WATERCRAFT,false,false,1653,41,08B,1101708,1934306,2019,41.976454319,-87.901364605,"(41.976454319, -87.901364605)"
JC232915,04/09/2019 12:25:00 PM,023XX W WASHINGTON BLVD,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,OTHER,false,false,1223,27,26,1160713,1900624,2019,41.883007148,-87.685312534,"(41.883007148, -87.685312534)"
JC236228,04/04/2019 05:00:00 PM,021XX N HALSTED ST,1120,DECEPTIVE PRACTICE,FORGERY,OTHER,false,false,1812,43,10,1170599,1914495,2019,41.92085941,-87.648604301,"(41.92085941, -87.648604301)"
JC227749,04/17/2019 11:29:00 AM,021XX W ROOSEVELT RD,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,FEDERAL BUILDING,false,false,1233,28,26,1162319,1894696,2019,41.866706758,-87.679581027,"(41.866706758, -87.679581027)"
JC236203,04/10/2019 09:00:00 AM,083XX S MERRILL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0412,7,11,1191967,1850102,2019,41.743667062,-87.572191442,"(41.743667062, -87.572191442)"
JC234991,04/01/2019 10:00:00 AM,037XX W DICKENS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2525,26,11,1151075,1913695,2019,41.919069513,-87.720360966,"(41.919069513, -87.720360966)"
JC237748,04/03/2019 11:00:00 PM,004XX N STATE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,CONVENIENCE STORE,false,false,1831,42,11,,,2019,,,
JC237781,04/18/2019 09:47:00 PM,003XX W HILL ST,1537,OFFENSE INVOLVING CHILDREN,POS: PORNOGRAPHIC PRINT,"SCHOOL, PUBLIC, BUILDING",true,false,1823,27,26,,,2019,,,
JC208229,04/01/2019 08:29:00 PM,007XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1131,24,01A,1144511,1896107,2019,41.870932257,-87.744921277,"(41.870932257, -87.744921277)"
JC208229,04/01/2019 08:50:00 PM,007XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1131,24,01A,1144511,1896107,2019,41.870932257,-87.744921277,"(41.870932257, -87.744921277)"
JC208421,04/01/2019 11:55:00 PM,077XX S EGGLESTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,17,01A,1174634,1853662,2019,41.753839308,-87.635594607,"(41.753839308, -87.635594607)"
JC208421,04/01/2019 11:55:00 PM,077XX S EGGLESTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,17,01A,1174634,1853662,2019,41.753839308,-87.635594607,"(41.753839308, -87.635594607)"
JC208961,04/02/2019 02:20:00 PM,065XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0724,6,01A,1170439,1861411,2019,41.775195873,-87.650742459,"(41.775195873, -87.650742459)"
JC209639,04/03/2019 12:22:00 AM,061XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0311,20,01A,1179974,1864409,2019,41.783209684,-87.615696882,"(41.783209684, -87.615696882)"
JC209975,04/03/2019 11:17:00 AM,085XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0423,10,01A,1197293,1849013,2019,41.740547832,-87.552713184,"(41.740547832, -87.552713184)"
JC210159,04/03/2019 09:45:00 PM,079XX S LANGLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0624,6,01A,1182271,1852565,2019,41.750655655,-87.60764178,"(41.750655655, -87.60764178)"
JC210939,04/04/2019 01:25:00 AM,103XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0512,9,01A,1179414,1836247,2019,41.70594268,-87.618607603,"(41.70594268, -87.618607603)"
JC212804,04/05/2019 02:58:00 PM,008XX N SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,37,01A,1150237,1905335,2019,41.896145258,-87.723658214,"(41.896145258, -87.723658214)"
JC214156,04/06/2019 04:25:00 PM,017XX W STEUBEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2234,34,01A,1166846,1829290,2019,41.687128541,-87.664828494,"(41.687128541, -87.664828494)"
JC214843,04/07/2019 07:04:00 AM,065XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,20,01A,1183351,1861802,2019,41.77597783,-87.603396958,"(41.77597783, -87.603396958)"
JC214831,04/07/2019 06:21:00 AM,000XX S KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1115,28,01A,1147063,1899531,2019,41.880279732,-87.735464314,"(41.880279732, -87.735464314)"
JC214810,04/07/2019 04:54:00 PM,051XX W MADISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1533,28,01A,1141956,1899534,2019,41.88038406,-87.754216822,"(41.88038406, -87.754216822)"
JC214900,04/07/2019 08:50:00 AM,067XX S NORMAL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0722,6,01A,1174111,1860216,2019,41.771835889,-87.637316874,"(41.771835889, -87.637316874)"
JC216579,04/08/2019 09:50:00 PM,072XX S EUCLID AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0333,5,01A,1190293,1857449,2019,41.763868342,-87.578088688,"(41.763868342, -87.578088688)"
JC216289,04/08/2019 01:30:00 PM,005XX N LAMON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,37,01A,1143593,1903307,2019,41.890707155,-87.74811137,"(41.890707155, -87.74811137)"
JC216720,04/08/2019 05:51:00 PM,065XX S OAKLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0832,16,01A,1162200,1861159,2019,41.774679832,-87.680952683,"(41.774679832, -87.680952683)"
JC218462,04/09/2019 10:49:00 PM,000XX E 102ND PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0511,9,01A,1178387,1837021,2019,41.708089971,-87.622344981,"(41.708089971, -87.622344981)"
JC218766,04/10/2019 09:53:00 AM,034XX W OHIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,27,01A,1153132,1903782,2019,41.89182673,-87.713066625,"(41.89182673, -87.713066625)"
JC218766,04/10/2019 09:53:00 AM,034XX W OHIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,27,01A,1153132,1903782,2019,41.89182673,-87.713066625,"(41.89182673, -87.713066625)"
JC221039,04/11/2019 08:34:00 PM,079XX S PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0611,17,01A,1166391,1852082,2019,41.749683042,-87.665847295,"(41.749683042, -87.665847295)"
JC214489,04/10/2019 05:40:00 PM,004XX E 103RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0511,9,01A,1181201,1836771,2019,41.707339719,-87.612047712,"(41.707339719, -87.612047712)"
JC223059,04/13/2019 01:00:00 PM,060XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,0825,16,01A,1161403,1864651,2019,41.784278913,-87.683777679,"(41.784278913, -87.683777679)"
JC223370,04/13/2019 10:04:00 PM,044XX W MADISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,BARBER SHOP/BEAUTY SALON,false,false,1113,28,01A,1146770,1899645,2019,41.880598157,-87.736537278,"(41.880598157, -87.736537278)"
JC224120,04/14/2019 10:44:00 AM,089XX S BURLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0424,10,01A,1199226,1846221,2019,41.732838041,-87.545724652,"(41.732838041, -87.545724652)"
JC215784,04/15/2019 04:09:00 PM,015XX E 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,7,01A,1187811,1857558,2019,41.764226888,-87.587182174,"(41.764226888, -87.587182174)"
JC225720,04/15/2019 06:04:00 PM,000XX W 114TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,34,01A,1178011,1829378,2019,41.687125001,-87.62395243,"(41.687125001, -87.62395243)"
JC226010,04/15/2019 10:37:00 PM,034XX W 61ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0823,23,01A,1154509,1863959,2019,41.782520097,-87.709072415,"(41.782520097, -87.709072415)"
JC226799,04/16/2019 03:55:00 PM,056XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0715,15,01A,1165310,1867344,2019,41.791586957,-87.669376799,"(41.791586957, -87.669376799)"
JC227924,04/17/2019 01:52:00 PM,000XX E 111TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0513,9,01A,1178295,1831370,2019,41.692584917,-87.622852604,"(41.692584917, -87.622852604)"
JC228553,04/17/2019 10:55:00 PM,022XX N AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,2525,35,01A,1150344,1914655,2019,41.921718147,-87.723021662,"(41.921718147, -87.723021662)"
JC228541,04/17/2019 11:30:00 PM,075XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0623,6,01A,1177143,1855067,2019,41.757638586,-87.626357727,"(41.757638586, -87.626357727)"
JC227727,04/17/2019 11:06:00 AM,036XX W FLOURNOY ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1133,24,01A,1152212,1896782,2019,41.872636192,-87.716630133,"(41.872636192, -87.716630133)"
JC228896,04/18/2019 10:36:00 AM,068XX S ST LAWRENCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0321,20,01A,1181416,1859851,2019,41.770668945,-87.610550542,"(41.770668945, -87.610550542)"
JC223880,04/16/2019 09:02:00 AM,002XX W 106TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0512,34,01A,1176431,1834647,2019,41.701619471,-87.629578967,"(41.701619471, -87.629578967)"
JC230385,04/19/2019 04:14:00 PM,007XX E 131ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PLAY LOT,false,false,0533,9,01A,1183801,1818526,2019,41.657212781,-87.603092879,"(41.657212781, -87.603092879)"
JC239463,04/13/2019 12:00:00 PM,002XX N LAMON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1532,28,11,,,2019,,,
JC239305,04/20/2019 08:00:00 AM,068XX S MAY ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0724,16,05,,,2019,,,
JC232120,04/20/2019 10:00:00 PM,005XX N PINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1523,37,08B,,,2019,,,
JC233757,04/18/2019 12:00:00 PM,015XX N LEAMINGTON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,true,2533,37,05,,,2019,,,
JC235212,04/12/2019 04:08:00 PM,032XX N KEELER AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1731,30,02,,,2019,,,
JC238845,04/18/2019 01:20:00 PM,035XX W ROOSEVELT RD,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,1021,24,26,,,2019,,,
JC225139,04/14/2019 10:00:00 PM,006XX S DEARBORN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0123,4,06,1176017,1897553,2019,41.874249283,-87.629208475,"(41.874249283, -87.629208475)"
JC228250,04/17/2019 05:05:00 PM,030XX W 63RD ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0823,17,04B,1157382,1862712,2019,41.779040428,-87.698572821,"(41.779040428, -87.698572821)"
JC237279,04/15/2019 07:08:00 AM,070XX S COTTAGE GROVE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0321,6,26,1182773,1858454,2019,41.76680404,-87.605619683,"(41.76680404, -87.605619683)"
JC236983,04/19/2019 09:30:00 AM,093XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0634,9,14,1178796,1843030,2019,41.724570181,-87.620665064,"(41.724570181, -87.620665064)"
JC237577,04/04/2019 12:00:00 PM,062XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,2433,40,11,1164525,1941351,2019,41.994684386,-87.670157774,"(41.994684386, -87.670157774)"
JC236651,04/18/2019 08:00:00 PM,0000X E ONTARIO ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,false,true,1834,42,26,1176399,1904492,2019,41.893281677,-87.627596446,"(41.893281677, -87.627596446)"
JC236134,04/08/2019 09:30:00 AM,029XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,0133,4,06,1179394,1885524,2019,41.841164277,-87.6171782,"(41.841164277, -87.6171782)"
JC236461,04/13/2019 04:00:00 PM,021XX S SPAULDING AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1024,24,11,1154690,1889621,2019,41.852936404,-87.707723809,"(41.852936404, -87.707723809)"
JC236589,04/19/2019 02:00:00 AM,035XX W PALMER ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1413,35,06,1152229,1914390,2019,41.920953941,-87.716102632,"(41.920953941, -87.716102632)"
JC234179,04/17/2019 03:00:00 PM,049XX N KEDZIE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,1713,33,08B,1154154,1932590,2019,41.970857794,-87.708542274,"(41.970857794, -87.708542274)"
JC237196,04/10/2019 10:30:00 PM,016XX W FARWELL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2431,49,06,1164192,1945690,2019,42.006597779,-87.671259282,"(42.006597779, -87.671259282)"
JC237621,04/16/2019 06:24:00 PM,009XX N MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),false,false,1833,42,14,1177324,1906733,2019,41.899410159,-87.624131266,"(41.899410159, -87.624131266)"
JC236355,04/14/2019 09:00:00 AM,034XX S BELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0912,12,11,1161917,1881808,2019,41.831349154,-87.681415991,"(41.831349154, -87.681415991)"
JC236637,04/18/2019 04:00:00 PM,012XX N SPRINGFIELD AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,2535,27,06,1150152,1908107,2019,41.903753563,-87.72389808,"(41.903753563, -87.72389808)"
JC236318,04/09/2019 12:00:00 PM,045XX N CLARENDON AVE,0810,THEFT,OVER $500,STREET,false,false,1914,46,06,1170099,1930297,2019,41.964231677,-87.649978542,"(41.964231677, -87.649978542)"
JC236776,04/14/2019 12:01:00 AM,017XX N HARLEM AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,2513,29,11,1127825,1910741,2019,41.911387595,-87.805852428,"(41.911387595, -87.805852428)"
JC236757,04/16/2019 11:00:00 AM,082XX S PRAIRIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0631,6,26,1179466,1850439,2019,41.744886129,-87.617985311,"(41.744886129, -87.617985311)"
JC237204,04/19/2019 12:30:00 AM,012XX W CHASE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2423,49,08B,1166466,1948392,2019,42.013963547,-87.66281507,"(42.013963547, -87.66281507)"
JC237480,04/19/2019 02:00:00 PM,100XX W OHARE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,false,false,1651,41,14,1100658,1934241,2019,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
JC236369,04/15/2019 03:43:00 PM,013XX W FARGO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2422,49,07,1166116,1949564,2019,42.017187046,-87.664069197,"(42.017187046, -87.664069197)"
JC236566,04/19/2019 07:00:00 PM,100XX W OHARE ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,false,false,1651,41,06,1100658,1934241,2019,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
JC236466,04/07/2019 10:00:00 AM,121XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0532,9,06,1179032,1824319,2019,41.67321922,-87.620367967,"(41.67321922, -87.620367967)"
JC237083,04/18/2019 12:00:00 AM,007XX W 31ST ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,0915,11,11,1172053,1884337,2019,41.838071856,-87.644151826,"(41.838071856, -87.644151826)"
JC236487,04/19/2019 01:22:00 AM,070XX W DIVERSEY AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,false,false,2511,29,17,1128902,1917826,2019,41.930811497,-87.801734446,"(41.930811497, -87.801734446)"
JC236478,04/19/2019 12:45:00 PM,026XX N MONTCLARE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,2512,29,06,1128302,1916851,2019,41.928146163,-87.803961488,"(41.928146163, -87.803961488)"
JC234572,04/19/2019 02:45:00 PM,017XX W WABANSIA AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,1433,32,08B,1164283,1911361,2019,41.912395552,-87.67189938,"(41.912395552, -87.67189938)"
JC236914,04/16/2019 09:00:00 AM,053XX W MADISON ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER,false,false,1522,29,10,1140937,1899509,2019,41.880334264,-87.757959152,"(41.880334264, -87.757959152)"
JC236942,04/14/2019 12:01:00 AM,100XX S CALIFORNIA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2211,19,26,1159461,1837732,2019,41.710448994,-87.691633895,"(41.710448994, -87.691633895)"
JC236780,04/03/2019 12:00:00 PM,073XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,0323,6,14,1179308,1856481,2019,41.76146966,-87.61838027,"(41.76146966, -87.61838027)"
JC237590,04/19/2019 04:00:00 PM,035XX S MOZART ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0911,12,08B,1157941,1881070,2019,41.829405866,-87.696024421,"(41.829405866, -87.696024421)"
JC236655,04/19/2019 03:30:00 PM,017XX N LUNA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2532,37,11,1139128,1911116,2019,41.912218383,-87.764319045,"(41.912218383, -87.764319045)"
JC235901,04/09/2019 05:00:00 PM,047XX W RACE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,1111,28,08B,1144759,1903243,2019,41.890509629,-87.743830813,"(41.890509629, -87.743830813)"
JC236235,04/16/2019 12:00:00 AM,055XX W CONGRESS PKWY,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1522,29,26,1139741,1897139,2019,41.873852593,-87.76240869,"(41.873852593, -87.76240869)"
JC230520,04/19/2019 03:55:00 PM,054XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,false,false,1524,37,06,1139914,1904804,2019,41.894883167,-87.761586009,"(41.894883167, -87.761586009)"
JC236927,04/14/2019 04:30:00 PM,102XX W ZEMKE RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,false,false,1654,41,11,1106955,1941060,2019,41.994913946,-87.881937669,"(41.994913946, -87.881937669)"
JC237483,04/10/2019 07:30:00 PM,084XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,false,false,0632,8,14,1184023,1849290,2019,41.74162798,-87.601323787,"(41.74162798, -87.601323787)"
JC236660,04/13/2019 07:44:00 AM,048XX S ASHLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,0933,20,11,1166487,1872698,2019,41.806253938,-87.664908299,"(41.806253938, -87.664908299)"
